1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,output
107.0017,296.37106,47.820515,99.89289,292.36258,29.971611,99.8892,291.46536,29.916828,99.89119,290.58032,29.904718,100.04327,292.17676,53.283035,100.16875,291.1457,53.28959,100.29237,290.09308,53.236767,103.07988,280.5654,-18.922949,103.77494,278.92172,82.72516,113.98142,292.79797,33.421505,114.44947,292.47757,63.015152,131.57312,277.6228,-75.75267,153.09886,238.23186,140.84059,165.89017,306.6437,-133.5385,198.62769,226.18166,193.24538,154.82112,369.91705,-137.8274,194.07166,259.45938,211.7852,146.16008,378.81546,-154.64545,190.3965,256.90363,224.32016,139.14725,375.8428,-132.12811,186.47421,263.49246,207.76234,143.69342,370.28757,-127.36892,187.71251,266.50598,205.42337,253.60857,281.21088,-69.335815,256.1145,248.94601,69.33449,344.63327,289.49347,-86.68021,339.61063,266.192,92.4502,434.23718,289.44202,-106.96787,422.005,275.9564,118.95947,449.59528,284.39725,-110.71829,440.8425,273.599,119.938835,436.84674,332.2025,-150.89195,420.42456,305.95312,92.73102,0
262.1983,325.16174,-73.58451,265.29944,327.69025,-89.36539,267.1949,326.9468,-89.37134,269.21796,325.9394,-89.391014,258.5537,328.489,-87.683044,256.1145,328.08832,-87.68788,254.55682,324.9604,-87.69903,272.17157,316.32065,-115.112495,246.00386,319.39624,-108.4163,265.83307,317.39883,-76.714836,256.46027,318.74988,-74.70317,291.02786,282.39767,-111.24954,225.10121,285.05667,-90.645454,304.84842,253.7637,-55.42205,211.04822,261.56235,-36.60859,291.7651,293.1891,6.6000233,221.40974,298.36615,11.32144,295.74765,302.9459,7.928892,224.2745,304.8973,11.657195,285.98093,305.83667,5.0724907,229.30606,307.22504,10.078498,282.8116,301.5695,7.962403,230.9296,303.33768,12.078261,268.90088,228.83609,-2.5923243,240.97192,228.68443,2.715559,265.38232,208.7605,113.78869,242.65901,213.45946,123.81705,261.51605,189.94026,228.75572,247.1117,188.68819,229.29927,259.50104,184.23355,243.06682,248.44469,182.7157,242.2193,261.46277,202.46265,268.6027,249.9034,201.07324,265.83295,0
261.71872,323.96625,-102.27313,264.86838,325.27557,-115.5433,266.875,324.49603,-115.54326,269.0351,323.51147,-115.564896,257.72046,326.19705,-114.78009,254.47148,325.9983,-114.79898,255.36543,321.92,-114.810684,271.38293,314.16852,-130.33527,246.26538,317.7848,-127.67827,265.22968,319.20044,-101.55743,256.48517,320.94427,-100.695564,289.95065,285.23367,-118.31308,226.78107,286.01297,-101.98308,304.1423,255.1882,-62.40607,210.30759,256.57294,-49.213234,292.19745,294.76215,-5.2995796,216.90338,295.25833,-5.7216425,296.5864,304.37314,-2.7774827,216.19255,301.15863,-5.3128843,286.7561,307.40518,-5.808952,224.24191,304.66565,-5.9616504,283.24603,303.2793,-3.730149,225.6444,302.02258,-4.4494667,266.39764,226.39468,-2.8773005,238.68344,229.5634,2.9768257,264.61917,206.82439,108.41398,242.26106,211.35652,117.231735,260.54776,188.55319,216.74643,246.86154,190.21643,222.95665,258.53366,181.08195,230.13622,247.75134,182.927,236.08762,260.00244,197.08752,253.4281,249.57047,201.1778,262.09732,0
260.0039,325.58105,-81.10161,263.33157,328.33783,-97.11953,266.08316,327.7793,-97.131645,268.74844,327.12756,-97.158165,256.6547,326.51273,-96.283905,254.32146,326.2342,-96.30282,252.00694,325.96597,-96.33183,272.36005,319.92755,-121.57289,243.4368,320.23068,-118.58241,263.83908,316.7354,-83.415405,253.90901,318.05798,-82.47615,293.37222,282.42294,-109.31519,224.52832,281.25082,-99.082886,304.9619,260.71603,-51.435703,210.1524,259.25623,-41.61619,289.1661,302.18808,1.2816684,225.08165,304.18936,2.0984929,288.74994,313.4301,1.8176588,223.0578,312.58896,0.32235384,282.34753,314.2041,-1.5665492,229.44241,314.26483,-3.3595967,280.2458,311.0983,2.4749277,231.38823,310.25388,1.8306844,271.50598,223.60542,0.62200105,241.832,224.39204,-0.5297662,267.16525,204.33282,126.390854,245.10573,205.43225,125.4046,262.91046,186.84079,249.22508,247.47583,186.63803,243.04858,260.4263,180.68558,264.18488,248.43956,180.50488,257.31433,262.44324,200.44598,286.4993,248.82123,200.80205,278.97797,0
262.2101,327.8865,-93.01103,265.1861,330.72174,-106.74772,267.1375,330.1288,-106.76334,269.28467,329.30835,-106.792274,257.3269,331.2635,-105.86488,255.89742,326.0525,-105.871666,253.75134,325.7256,-105.895615,272.63605,321.08475,-125.48398,244.40163,322.462,-122.04357,265.6571,320.75238,-93.87834,255.66821,321.28336,-92.80383,291.50403,286.96265,-121.14688,222.20985,286.5531,-98.96053,307.14822,256.66623,-69.80662,208.84906,253.89417,-46.431557,295.16394,294.89496,-8.490531,217.6583,288.7675,2.1582623,298.3068,303.9893,-5.9147086,218.03362,293.5038,4.068668,288.13794,307.01758,-8.298786,224.7177,299.1089,4.776827,284.96045,302.96024,-6.768178,225.81973,296.42432,3.974416,268.84772,232.69948,-4.3664417,241.46654,233.72078,4.4864783,265.5574,208.18063,106.60156,246.56642,209.70207,120.30051,261.4895,186.01978,217.19044,248.80022,188.25966,220.36333,259.85123,179.7742,230.80403,249.47388,180.19922,232.73512,260.77405,202.134,257.17056,250.84085,202.9484,258.08627,0
392.00134,240.86282,-147.942,400.71994,231.34007,-140.03415,400.7024,229.84302,-140.09862,400.75778,228.11728,-140.22556,399.61942,230.64824,-166.06744,398.8437,228.79388,-166.11133,398.1625,226.64145,-166.06952,390.01407,212.33974,-88.1518,387.90836,210.95905,-204.72235,379.47748,237.84454,-123.4732,378.78107,236.46597,-157.13167,340.78235,190.54747,-23.9591,312.7956,193.13689,-208.9862,290.50623,211.99336,80.65144,233.17075,202.68517,-195.12956,295.7195,271.23853,91.63919,244.66624,283.9302,-170.09918,305.2765,277.47668,87.95082,254.18816,295.97983,-196.27211,306.73825,279.15613,64.80694,261.88895,294.18463,-192.43275,301.2529,277.04184,82.263,259.6051,290.45337,-168.94443,216.93785,214.57512,61.51545,198.57286,216.70322,-61.44037,149.14365,237.51869,179.94409,116.80591,242.90218,62.512413,88.92612,229.6486,317.81992,53.531742,238.92337,198.4477,71.82598,224.42218,331.94086,39.8403,232.76797,211.14024,80.98531,265.5244,328.3638,54.53543,276.49078,187.27586,0
395.9646,251.24586,-160.51991,403.82657,241.84094,-152.13647,403.59866,240.44785,-152.21161,403.45856,238.90521,-152.34978,402.93195,241.5576,-179.85028,402.06213,240.04793,-179.8861,401.30103,238.30638,-179.86255,392.27887,223.49466,-96.03513,390.55432,224.29349,-220.71217,383.2497,249.0147,-133.92899,382.5476,248.42175,-170.01114,341.06494,197.22937,-24.260365,321.1677,206.92938,-229.4387,282.66135,205.7857,100.83951,232.96437,208.08403,-216.7327,291.53674,270.28763,134.56226,245.36574,286.61475,-191.32909,299.7846,275.70145,135.30702,254.23337,297.4149,-219.76927,302.585,278.26587,110.45944,262.82193,295.71188,-215.08772,298.38177,276.14484,125.06509,260.21347,292.18866,-189.81743,217.3698,216.03987,69.115486,197.77528,226.76813,-69.05532,147.71233,235.27577,225.21977,113.22755,245.43213,87.2049,92.13685,230.80005,395.25723,54.673088,238.60207,257.85214,76.51917,222.75204,413.57825,41.296906,230.89542,275.27798,85.23874,264.63428,414.06488,55.577873,275.94604,256.22177,0
398.313,262.19058,-175.62338,406.57877,251.93379,-167.51823,406.5607,250.64262,-167.58018,406.53592,249.18915,-167.72403,405.39127,251.48048,-192.81856,404.43002,250.00403,-192.87814,403.44452,248.26154,-192.86237,392.09464,233.51582,-111.53313,389.27963,233.86296,-224.06584,385.671,261.67606,-149.18951,384.34244,260.81616,-181.70226,344.37888,210.53772,-43.96527,318.7488,217.86206,-224.44255,289.27777,198.98944,88.18594,234.25206,203.84149,-197.55118,291.97226,271.31006,145.00186,243.8477,287.54242,-150.08493,298.85922,276.51303,146.67099,252.44604,298.9628,-171.71541,300.267,280.0677,122.60201,261.51187,297.37885,-167.79147,297.0911,277.72052,135.72198,259.20865,293.0675,-148.0823,219.64874,224.79115,61.4432,199.92235,231.12236,-61.36764,147.68489,242.9902,205.58257,113.14662,249.90578,87.422066,87.899315,232.84218,365.06195,55.550007,243.47884,249.98828,73.234566,225.29895,382.3465,43.0418,235.73401,267.34537,85.029785,265.63345,382.4921,55.228443,278.66397,252.23471,0
397.78976,271.43604,-202.37589,404.49072,262.13284,-193.11671,404.34116,260.99915,-193.16753,404.2383,259.6886,-193.31197,403.43073,261.36826,-217.8727,402.4978,259.7543,-217.9406,401.58627,257.8446,-217.93216,391.20184,242.90897,-132.00505,388.1345,241.16,-242.07396,386.35156,270.5529,-174.18993,385.0568,269.51147,-206.06517,346.8314,219.5511,-56.491272,317.70602,225.17645,-236.35463,288.5519,210.8345,77.559105,232.2421,204.40315,-211.56276,293.50452,275.74738,133.57367,240.3285,289.2384,-180.61012,302.6493,281.45358,134.30405,249.23044,299.08804,-205.43112,304.08987,283.7297,112.39992,258.62704,297.623,-201.58531,300.1731,281.38617,125.37454,255.9167,293.18964,-179.06818,223.57727,229.81131,63.04013,199.00874,232.02972,-62.97616,147.20229,247.03587,201.28636,114.14745,252.22824,81.05004,88.18002,236.87607,356.832,53.38663,240.38669,240.18602,74.771545,228.95898,373.50058,40.849457,234.56544,257.00934,82.76335,271.23123,367.8781,54.081043,278.66513,237.7878,0
394.6104,277.991,-177.66673,402.9279,267.6061,-169.51959,403.02423,266.4853,-169.57051,403.16986,265.19336,-169.71103,401.37216,266.6272,-192.91133,400.2936,264.87912,-192.9798,399.08563,262.7004,-192.9627,389.2171,249.11281,-112.44315,384.08646,245.56996,-215.96225,383.33945,277.0921,-150.89783,381.5792,275.63675,-180.81123,345.17004,224.24294,-52.057884,318.39526,229.30733,-207.75444,292.4348,200.2962,75.11351,232.96085,198.6334,-174.13754,295.75464,269.36667,132.638,239.60237,286.07782,-123.73954,300.4502,276.9246,132.69467,247.24905,298.57047,-141.79053,303.1475,280.8258,112.47549,257.22086,297.18152,-137.3306,299.83646,278.32126,124.99732,255.31938,291.9824,-121.23822,218.69293,231.57779,57.82607,194.15561,234.6449,-57.768414,142.0982,247.9498,190.66856,108.552246,253.0493,83.67471,84.4396,233.62508,334.83,50.751945,240.61644,234.92688,75.232216,224.19096,350.79736,38.52874,232.479,251.75916,77.16721,277.25583,353.60815,49.705524,277.4395,244.47607,0
375.59998,255.17432,58.13815,380.96014,249.47548,69.46601,380.91794,248.6966,69.43507,380.85703,247.8376,69.434494,381.23407,248.8097,47.229473,381.4246,247.56445,47.21254,381.5938,246.16171,47.190536,376.93976,237.2841,121.52844,377.5619,236.32884,21.022348,369.43805,253.23302,79.27826,370.01318,252.00565,49.990173,334.09448,230.0397,172.84966,344.153,216.93451,-37.030415,289.74408,247.27853,184.85362,316.68756,235.9836,-133.86615,302.25235,270.98526,130.81099,345.2829,282.84094,-178.15474,308.44495,272.01834,127.21663,356.65128,287.8584,-198.18669,312.63837,272.64673,117.28508,359.19028,284.98727,-185.4093,311.32257,272.00797,124.702934,354.63855,282.5759,-173.08339,243.75827,235.38326,66.40389,245.55728,231.6648,-66.29095,173.074,249.72255,19.089012,172.41423,252.001,-107.160446,92.69232,241.37416,-0.4822082,86.14529,247.33885,-142.41609,78.258064,235.8165,-5.283467,72.222305,241.84264,-148.16544,91.119965,277.6826,-45.271362,85.94526,286.56906,-203.40105,0
374.59647,257.80353,-25.173609,381.2416,249.90184,-15.745388,381.29523,248.82117,-15.789567,381.28177,247.5677,-15.812892,380.64743,249.25903,-44.901207,380.25464,247.69559,-44.92454,379.81778,245.94174,-44.97227,374.09662,234.51573,39.65455,373.17474,234.39417,-91.276215,366.3399,256.20813,-1.2950839,365.9957,254.97678,-39.3587,323.8995,230.13774,120.0163,319.9941,213.12975,-142.23265,273.484,250.88347,167.00418,276.30084,252.7053,-200.5782,298.50055,289.27383,124.26147,317.1739,307.11737,-206.04092,311.48322,294.2469,123.939285,333.75812,316.14282,-231.68779,317.79813,294.4411,110.084694,338.16446,312.66232,-219.06537,312.35974,293.58536,115.92116,332.64743,309.47177,-200.66371,202.10774,242.07494,79.70217,199.66348,238.04456,-79.519745,113.059425,261.52246,97.73038,105.45512,264.57388,-81.085045,28.777557,254.43738,148.02225,14.394922,260.81067,-66.99159,20.350899,242.4643,149.82654,2.5163698,255.23273,-68.82269,21.880001,288.04495,112.82961,8.456125,304.0203,-128.9432,0
384.1757,278.5827,-19.559727,390.5376,270.43195,-9.693821,390.39636,269.35956,-9.726237,390.18326,268.1698,-9.761293,390.24078,269.93347,-36.71381,389.96533,268.59744,-36.733253,389.6551,267.09238,-36.74934,383.06488,254.81543,45.25123,382.78848,256.66748,-77.29572,375.80893,276.88257,3.7745829,376.21387,276.30905,-31.899261,332.25687,234.25941,122.269104,336.11807,243.83406,-130.37479,276.1606,243.93498,245.38634,277.36838,257.06393,-250.78981,303.8712,279.83377,322.96857,320.42865,310.1324,-337.1333,312.379,282.12183,344.48572,338.5543,317.04428,-369.33994,317.9784,284.24478,321.36002,342.31204,311.58875,-349.5009,313.41278,283.86847,315.46634,335.83072,308.32898,-330.97287,204.91997,246.31865,80.906494,201.08026,258.20605,-80.74749,108.430984,262.36517,102.764534,102.06362,273.42126,-71.736824,27.541824,251.24086,155.87474,13.451872,263.74033,-51.143612,20.30249,240.63475,157.23387,7.594242,254.30655,-51.637302,17.86198,290.39758,120.55301,8.138294,303.6842,-103.92914,0
393.59338,294.95554,-44.273952,401.78107,287.27536,-34.566956,402.00513,286.19467,-34.589344,402.21896,284.9013,-34.612663,401.27646,286.1022,-59.972614,401.13815,284.19305,-59.989517,401.01706,282.07523,-59.97039,397.35364,269.8194,22.691896,396.19394,269.71323,-92.98164,385.3525,291.61862,-20.251953,385.14673,289.967,-53.857307,347.8953,249.26189,91.704155,344.84595,245.9409,-135.47159,302.82034,247.4558,224.68109,284.8497,255.11801,-254.69977,320.0232,284.0346,309.26077,329.54657,308.04965,-338.48044,330.5875,288.47275,326.12482,346.50812,315.25876,-367.91663,336.8767,290.3702,304.24713,350.0317,311.419,-354.06696,331.97928,289.66122,302.06558,344.6561,308.37698,-334.32745,211.11438,259.8655,74.812485,206.20653,264.65063,-74.6873,114.047775,270.14975,84.006744,108.18594,278.07086,-72.87452,28.504242,258.64505,127.30797,14.409986,262.13516,-66.98603,19.949554,250.21388,127.101456,5.6383324,254.1501,-69.43918,19.001785,299.8111,87.12311,9.167318,305.7432,-122.70461,0
415.51562,299.47278,-52.545944,424.58325,289.6905,-43.99397,424.82275,288.5868,-44.012463,424.9591,287.34442,-44.049656,423.90848,288.97253,-68.31466,423.6479,287.37225,-68.33307,423.28955,285.50665,-68.30144,417.6491,272.8434,9.727905,416.3292,272.94516,-100.73968,407.3884,297.1803,-29.570904,406.74832,295.5554,-61.550724,363.0478,250.75581,74.039825,363.25684,250.10223,-136.80234,310.86746,254.12062,197.04204,298.5231,256.83957,-228.18758,332.41397,287.03525,267.01624,348.24475,311.77612,-277.33783,336.4,294.06024,277.75192,365.4122,318.71838,-302.92642,347.72128,291.86734,257.85788,368.22183,314.28268,-291.48465,345.88504,291.84323,259.93036,363.09146,311.26556,-273.65024,223.82362,260.75812,68.42473,218.46074,267.90878,-68.25203,127.43317,271.77908,103.82699,116.10512,278.6039,-42.52596,46.03725,254.24237,169.34215,19.567608,263.74094,-9.64318,39.0176,243.09163,172.05513,12.291641,254.56758,-8.668,32.570312,289.70288,137.47578,13.953781,304.05533,-59.71358,0
427.04587,268.58026,-37.598907,435.8385,261.3225,-27.613441,436.1072,259.9623,-27.634054,436.3472,258.45688,-27.644306,435.45007,260.7516,-55.96536,435.44232,259.02393,-55.985962,435.42447,257.10236,-55.998734,430.7705,242.52925,30.381857,430.63718,241.6784,-98.57537,418.5204,265.45724,-12.860696,418.07666,264.4906,-50.255516,371.37476,221.33694,100.13826,374.84717,216.49884,-139.95795,310.90518,241.86903,175.27965,318.72287,251.20868,-214.5956,339.51712,290.09274,185.05594,359.52618,319.1207,-237.31122,349.57214,290.1065,192.48206,379.54968,325.22842,-263.97598,355.38208,293.67374,172.42503,384.6808,320.6383,-244.82843,352.59988,294.5829,176.21126,377.25894,318.04108,-230.00552,235.04402,240.5192,72.48276,232.32732,244.31313,-72.273384,131.646,262.1242,88.000046,126.29454,269.37808,-52.27782,41.996384,257.62836,128.45605,25.52928,267.50604,-24.508282,25.922785,251.02719,128.7226,10.432477,260.49963,-24.90072,41.055763,299.96173,88.90421,22.649345,314.12445,-79.61025,0
